       starname             bjd              rv           rverr            fwhm             bis          biserr              sh           sherr             qsh             tel 
       HD107383   2457324.35931       169.69911         4.41056         9.79358       153.80931        12.51678             nan             nan             nan         HIDESF1 
       HD107383   2457356.32197       275.48998         3.82558         9.82159       160.27659         9.12308             nan             nan             nan         HIDESF1 
       HD107383   2457361.34918       264.22197         3.22033         9.82372       162.48511         6.77680             nan             nan             nan         HIDESF1 
       HD107383   2457378.30419       272.86031         2.74229         9.80623       172.44750         6.04087             nan             nan             nan         HIDESF1 
       HD107383   2457392.25540       253.60940         3.20631         9.82258       160.08578         5.45857             nan             nan             nan         HIDESF1 
       HD107383   2457395.35811       266.80109         3.80060         9.82691       174.39696         9.91749             nan             nan             nan         HIDESF1 
       HD107383   2457403.29936       181.00431         2.96642         9.81134       173.08119         6.45496             nan             nan             nan         HIDESF1 
       HD107383   2457424.18486        55.18625         3.99892         9.81727       138.90445         6.50980             nan             nan             nan         HIDESF1 
       HD107383   2457476.13599      -328.33819         3.19359         9.82220       154.34643         6.82775             nan             nan             nan         HIDESF1 
       HD107383   2457513.97952      -237.97380         6.09062         9.41976       183.12667        16.08634         0.19515         0.05248         1.00000          HIDESS 
       HD107383   2457521.07899      -255.65487         2.95812         9.81528       159.65461         4.68174             nan             nan             nan         HIDESF1 
       HD107383   2457523.08590      -237.45352         3.12976         9.81131       156.54593         7.04006             nan             nan             nan         HIDESF1 
       HD107383   2457542.13298      -189.57255         3.36924             nan             nan             nan             nan             nan             nan         HIDESF1 
       HD107383   2457545.07143      -174.26526         3.21781             nan             nan             nan             nan             nan             nan         HIDESF1 
       HD107383   2457591.97480       -51.15438         3.33656         9.81001       139.54721         7.96665             nan             nan             nan         HIDESF1 
       HD107383   2457592.98419        -7.05546         3.44713         9.82642       137.13927         5.47800             nan             nan             nan         HIDESF1 
       HD107383   2457791.24129      -290.48482         3.31387         9.78322       175.04860         8.66387             nan             nan             nan         HIDESF1 
       HD107383   2457808.22049      -307.88390         4.08852         9.80576       141.47112         6.29203             nan             nan             nan         HIDESF1 
       HD107383   2457809.18922      -306.91460         3.78611         9.79661       153.68175         6.69958             nan             nan             nan         HIDESF1 
       HD107383   2457867.03597      -159.33214         3.52087         9.81808       158.60399         5.13273             nan             nan             nan         HIDESF1 
       HD107383   2457884.08746      -125.99908         3.75849         9.82303       168.85878         6.26782             nan             nan             nan         HIDESF1 
       HD107383   2457885.07855      -104.60516         3.04219         9.80359       165.37929         6.48449             nan             nan             nan         HIDESF1 
       HD107383   2457895.05291       -78.75194         2.94062         9.81334       157.46625         5.62953             nan             nan             nan         HIDESF1 
       HD107383   2457907.10421       -58.26276         3.30187             nan             nan             nan             nan             nan             nan         HIDESF1 
       HD107383   2457923.03706        17.33944         3.27426             nan             nan             nan             nan             nan             nan         HIDESF1 
       HD107383   2457948.01282       105.41832         3.81395         9.85800       155.19458         8.27782             nan             nan             nan         HIDESF1 
       HD107383   2458081.37588      -123.66912         4.39933         9.80055       171.55210        10.68949             nan             nan             nan         HIDESF1 
       HD107383   2458088.31676      -189.87316         3.97901         9.79237       153.72228         9.85365             nan             nan             nan         HIDESF1 
       HD107383   2458094.37152      -231.93622         3.06159         9.82409       169.04579         6.67986             nan             nan             nan         HIDESF1 
       HD107383   2458099.33514      -268.34867         5.13248         9.85581       193.49288        18.17581             nan             nan             nan         HIDESF1 
       HD107383   2458506.19764      -265.59240         4.53381        10.16825       145.04663        11.04866             nan             nan             nan         HIDESF2 
       HD107383   2458516.16479      -210.10116         4.03992        10.08815       131.00733         6.95381             nan             nan             nan         HIDESF2 
       HD107383   2458516.24919      -218.62908         3.29087        10.10711       146.39030         6.03586             nan             nan             nan         HIDESF2 
       HD107383   2458516.26394      -220.57554         3.45574        10.07169       119.88181         6.18933             nan             nan             nan         HIDESF2 
       HD107383   2458516.28010      -226.10132         3.83328        10.08943       132.59678         5.20589             nan             nan             nan         HIDESF2 
       HD107383   2458517.13922      -198.17497         3.28635        10.07362       145.85620         5.50958             nan             nan             nan         HIDESF2 
       HD107383   2458517.20860      -211.74780         3.29392        10.06337       112.25640         3.41851             nan             nan             nan         HIDESF2 
       HD107383   2458519.10757      -194.17927         3.64746        10.02065       117.59006         6.34290             nan             nan             nan         HIDESF2 
       HD107383   2458519.22549      -209.96228         4.88437         9.98544       139.62440         9.35943             nan             nan             nan         HIDESF2 
       HD107383   2458519.31645      -213.21248         3.50634         9.94916       116.53007         4.79329             nan             nan             nan         HIDESF2 
       HD107383   2458521.25692      -201.51170         3.50249        10.06552       150.32085         7.13913             nan             nan             nan         HIDESF2 
       HD107383   2458522.13033      -203.85855         3.85982        10.08925       138.62246         7.79526             nan             nan             nan         HIDESF2 
       HD107383   2458522.39218      -193.61255         4.39014        10.05097       152.74787         8.03089             nan             nan             nan         HIDESF2 
       HD107383   2458526.12948      -180.58453         3.96071        10.05463       129.52653         5.93463             nan             nan             nan         HIDESF2 
       HD107383   2458526.23833      -178.03877         3.21955        10.08990       123.42122         4.04376             nan             nan             nan         HIDESF2 
       HD107383   2458526.28752      -174.00792         3.30213        10.07673       137.96661         4.06852             nan             nan             nan         HIDESF2 
       HD107383   2458528.22595      -192.72030         3.85822        10.08918       149.08709         6.37949             nan             nan             nan         HIDESF2 
       HD107383   2458528.31393      -198.20733         4.75836        10.11381       159.59671        10.42457             nan             nan             nan         HIDESF2 
       HD107383   2458529.13722      -180.24388         3.54597        10.06748       122.63753         5.24803             nan             nan             nan         HIDESF2 
       HD107383   2458531.20444      -176.62986         3.64877        10.07022       125.89212         4.17224             nan             nan             nan         HIDESF2 
       HD107383   2458532.10370      -172.66250         3.78492        10.10276       141.00079         6.36431             nan             nan             nan         HIDESF2 
       HD107383   2458532.32591      -169.84609         3.69330        10.08754       145.92016         5.73155             nan             nan             nan         HIDESF2 
       HD107383   2458547.15212      -113.56659         3.61139        10.07354       133.07977         5.13830             nan             nan             nan         HIDESF2 
       HD107383   2458547.25145      -101.83604         3.70501        10.09411       129.08604         5.16049             nan             nan             nan         HIDESF2 
       HD107383   2458547.33130      -103.87154         3.58419        10.09163       109.84095         4.89511             nan             nan             nan         HIDESF2 
       HD107383   2458550.22160       -96.69625         3.47917        10.05773       133.78463         4.94685             nan             nan             nan         HIDESF2 
       HD107383   2458550.28785       -97.15968         3.41544        10.07922       136.22851         5.04210             nan             nan             nan         HIDESF2 
       HD107383   2458551.16525       -83.77178         3.39504        10.08376       135.28299         4.91815             nan             nan             nan         HIDESF2 
       HD107383   2458551.21905       -78.41566         3.27117        10.07459       140.87924         5.88828             nan             nan             nan         HIDESF2 
       HD107383   2458551.28683       -87.50173         3.45352        10.09073       130.65448         5.16440             nan             nan             nan         HIDESF2 
       HD107383   2458554.12887       -84.35405         3.26881        10.06661       123.53784         3.94547             nan             nan             nan         HIDESF2 
       HD107383   2458556.15353       -79.15549         3.65129        10.08186       141.47710         6.54953             nan             nan             nan         HIDESF2 
       HD107383   2458556.24093       -80.39592         3.39223        10.06941       133.33211         5.27599             nan             nan             nan         HIDESF2 
       HD107383   2458557.28520       -70.62974         3.14904        10.10021       160.95191         5.46594             nan             nan             nan         HIDESF2 
       HD107383   2458559.22944       -60.42724         4.07072        10.08578       124.43215         5.04002             nan             nan             nan         HIDESF2 
       HD107383   2458559.31665       -64.14859         4.65527        10.10310       128.23986         6.71952             nan             nan             nan         HIDESF2 
       HD107383   2458560.14848       -49.70197         3.75871        10.08167       140.56493         5.43453             nan             nan             nan         HIDESF2 
       HD107383   2458560.30325       -66.07198         3.54307        10.06589       136.20682         5.31222             nan             nan             nan         HIDESF2 
       HD107383   2458562.07249       -31.38106         3.24091        10.04891       136.29078         4.79088             nan             nan             nan         HIDESF2 
       HD107383   2458562.28810       -48.95852         3.48106        10.13002       136.86003         5.44534             nan             nan             nan         HIDESF2 
       HD107383   2458565.15015       -42.19395         5.04620        10.10145       133.44409         6.24935             nan             nan             nan         HIDESF2 
       HD107383   2458565.23603       -22.67839         4.41952        10.09940       141.58771         9.38337             nan             nan             nan         HIDESF2 
       HD107383   2458574.07484        -6.83275         4.00449        10.09316       144.31397         8.64346             nan             nan             nan         HIDESF2 
       HD107383   2458577.02105         1.96103         3.23696        10.10928       141.94928         4.28415             nan             nan             nan         HIDESF2 
       HD107383   2458577.26805        12.77238         3.44501        10.09271       152.34540         6.81532             nan             nan             nan         HIDESF2 
       HD107383   2458578.03583        -7.90954         3.47166        10.07651       134.52498         4.76825             nan             nan             nan         HIDESF2 
       HD107383   2458579.05696        19.36315         3.14436        10.08729       148.59911         5.24904             nan             nan             nan         HIDESF2 
       HD107383   2458580.10288        16.07164         3.52783        10.10035       148.56027         4.93518             nan             nan             nan         HIDESF2 
       HD107383   2458580.19168        17.38246         3.84052        10.10866       147.29979         6.40472             nan             nan             nan         HIDESF2 
       HD107383   2458584.07579        29.50876         3.77282        10.07560       137.33474         4.05706             nan             nan             nan         HIDESF2 
       HD107383   2458585.14566        23.89885         4.09868        10.07813       168.65640         7.59532             nan             nan             nan         HIDESF2 
       HD107383   2458589.02529        52.02783         3.33687        10.10440       167.27885         5.11236             nan             nan             nan         HIDESF2 
       HD107383   2458589.21156        46.77196         3.82195        10.08527       153.10642         6.24116             nan             nan             nan         HIDESF2 
       HD107383   2458600.99468       115.35363         5.52924        10.09534       175.84626        12.32052             nan             nan             nan         HIDESF2 
       HD107383   2458609.02524       108.22493         4.13530        10.08944       181.30074         6.32002             nan             nan             nan         HIDESF2 
       HD107383   2458610.09591       108.70108         7.02001        10.16619       135.16256         8.00915             nan             nan             nan         HIDESF2 
       HD107383   2458611.02081       129.55985         3.86378        10.08659       171.62587         7.12626             nan             nan             nan         HIDESF2 
       HD107383   2458613.04784       114.87648         3.55707        10.08299       163.36926         6.85510             nan             nan             nan         HIDESF2 
       HD107383   2458616.06892       151.83842         3.84785        10.07490       144.26713         7.87427             nan             nan             nan         HIDESF2 
       HD107383   2458793.33891      -297.27819         3.52481        10.12729       124.16711         4.17168             nan             nan             nan         HIDESF2 
       HD107383   2458793.34401      -298.58286         3.37551        10.10555       116.56678         4.08299             nan             nan             nan         HIDESF2 
       HD107383   2458794.37086      -286.69511         3.33033        10.08858       130.53635         5.48226             nan             nan             nan         HIDESF2 
       HD107383   2458797.33839      -286.76750         3.55919        10.11989       128.28949         5.27688             nan             nan             nan         HIDESF2 
       HD107383   2458799.36135      -287.82222         3.17445        10.10608       129.58207         4.39178             nan             nan             nan         HIDESF2 
       HD107383   2458805.37365      -285.64478         4.04573        10.13183       126.29818         5.18667             nan             nan             nan         HIDESF2 
       HD107383   2458806.37695      -307.78552         7.40213        10.13153       160.42942        14.11288             nan             nan             nan         HIDESF2 
       HD107383   2458808.34252      -273.49033         3.20510        10.10912       117.76959         5.05812             nan             nan             nan         HIDESF2 
       HD107383   2458825.32229      -242.17647         8.05734         9.91219       113.34761         9.82141             nan             nan             nan         HIDESF2 
       HD107383   2458826.31758      -230.46324         3.03708         9.85378        94.06107         3.96432             nan             nan             nan         HIDESF2 
       HD107383   2458827.26853      -227.63810         3.42748         9.86309       119.76984         6.51047             nan             nan             nan         HIDESF2 
       HD107383   2458827.27305      -228.00877         3.31703         9.85241       110.59954         5.90570             nan             nan             nan         HIDESF2 
       HD107383   2458828.28847      -235.41769         3.01018         9.88397       106.39005         4.39728             nan             nan             nan         HIDESF2 
       HD107383   2458828.29302      -236.62244         3.32340         9.87048        90.83689         3.61771             nan             nan             nan         HIDESF2 
       HD107383   2458833.25537      -193.54323         4.21403         9.88668        93.42199         6.07448             nan             nan             nan         HIDESF2 
       HD107383   2458833.25969      -203.20090         3.56613         9.90046       104.46984         5.88600             nan             nan             nan         HIDESF2 
       HD107383   2458837.31626      -199.94297         3.83234         9.84230       113.75641         6.87187             nan             nan             nan         HIDESF2 
       HD107383   2458837.32046      -206.91958         3.56348         9.87212       124.98939         6.32036             nan             nan             nan         HIDESF2 
       HD107383   2458839.24524      -190.36605         4.20082         9.90555       116.06573         9.56026             nan             nan             nan         HIDESF2 
       HD107383   2458839.24980      -196.04315         3.89391         9.84262       100.90786         4.78418             nan             nan             nan         HIDESF2 
       HD107383   2458840.23716      -191.09215         4.36498         9.89005       107.80881         6.42599             nan             nan             nan         HIDESF2 
       HD107383   2458840.24192      -194.42614         3.93143         9.86408       112.80397         8.35881             nan             nan             nan         HIDESF2 
       HD107383   2458841.27481      -184.69098         4.30328         9.88787       124.39777         9.86059             nan             nan             nan         HIDESF2 
       HD107383   2458841.27909      -185.28543         3.79683         9.84498       100.34267         6.04075             nan             nan             nan         HIDESF2 
       HD107383   2458845.39497      -197.08793         4.34038         9.83875       123.69050         6.96598             nan             nan             nan         HIDESF2 
       HD107383   2458845.39899      -201.81526         3.97977         9.87444       106.13037         7.15800             nan             nan             nan         HIDESF2 
       HD107383   2458846.37757      -187.78526         3.29680         9.86215       107.45217         4.48079             nan             nan             nan         HIDESF2 
       HD107383   2458846.38162      -187.79126         3.21272         9.85293       105.43846         3.95633             nan             nan             nan         HIDESF2 
       HD107383   2458849.32444      -156.16639         3.78347         9.85598       103.68621         6.13353             nan             nan             nan         HIDESF2 
       HD107383   2458849.32858      -154.19023         3.72862         9.85146       104.02159         5.77360             nan             nan             nan         HIDESF2 
       HD107383   2458850.32679      -165.41778         3.60140         9.87991       101.78674         4.09804             nan             nan             nan         HIDESF2 
       HD107383   2458850.33060      -162.32024         4.35867         9.82774        95.35857         6.48960             nan             nan             nan         HIDESF2 
       HD107383   2458851.25670      -165.12305         4.32977         9.87736        92.90395         7.69538             nan             nan             nan         HIDESF2 
       HD107383   2458851.26145      -163.01725         8.39988         9.91532       122.07750        11.83339             nan             nan             nan         HIDESF2 
       HD107383   2458852.32576      -138.74444         3.06147         9.88594        84.09024         4.07448             nan             nan             nan         HIDESF2 
       HD107383   2458852.32989      -138.95724         3.14074         9.87572        93.73560         3.93968             nan             nan             nan         HIDESF2 
       HD107383   2458853.24564      -166.49135         4.04168         9.89929       106.34763         7.27673             nan             nan             nan         HIDESF2 
       HD107383   2458878.15109       -51.76582         4.60834         9.84752        90.84625         7.83298             nan             nan             nan         HIDESF2 
       HD107383   2458879.16906       -58.42947         3.49188         9.88840        85.98542         4.34512             nan             nan             nan         HIDESF2 
       HD107383   2458882.14966       -45.70055         4.07140         9.86236       107.72046         5.79794             nan             nan             nan         HIDESF2 
       HD107383   2458883.12270       -43.72575         4.66188         9.91031        97.03209         7.04912             nan             nan             nan         HIDESF2 
       HD107383   2458884.20590       -36.97382         3.36408         9.86300       114.78409         4.31420             nan             nan             nan         HIDESF2 
       HD107383   2458885.22312       -26.59282         3.89121         9.84092        92.13888         6.43743             nan             nan             nan         HIDESF2 
       HD107383   2458887.29825       -34.37893         3.62281         9.88025       106.48411         4.89053             nan             nan             nan         HIDESF2 
       HD107383   2458888.16327       -20.11953         4.46262         9.86315       114.87350         7.30905             nan             nan             nan         HIDESF2 
       HD107383   2458889.18130       -12.28442         3.33307         9.84674       105.99958         4.51953             nan             nan             nan         HIDESF2 
       HD107383   2458890.28409       -30.65320         3.48213         9.87526       121.91110         5.95700             nan             nan             nan         HIDESF2 
       HD107383   2458891.26557       -16.30474         4.10346         9.89813       117.52449         7.35292             nan             nan             nan         HIDESF2 
       HD107383   2458893.29703         1.90886         5.47756         9.84331       115.69290         9.05021             nan             nan             nan         HIDESF2 
       HD107383   2458894.10843       -17.95911         3.44245         9.87685       111.75745         6.53328             nan             nan             nan         HIDESF2 
       HD107383   2458898.08588        -2.12088         4.08438         9.88882       113.30263         6.24804             nan             nan             nan         HIDESF2 
       HD107383   2458899.12397        23.11582         3.81855         9.83891       102.94115         5.42906             nan             nan             nan         HIDESF2 
       HD107383   2458900.08856         1.87397         3.34512         9.88602        93.89902         6.35452             nan             nan             nan         HIDESF2 
       HD107383   2458901.06891        20.41393         5.74008         9.89850       152.16719        13.78435             nan             nan             nan         HIDESF2 
       HD107383   2458917.27012        75.54578         3.11398         9.84784       112.99950         4.55833             nan             nan             nan         HIDESF2 
       HD107383   2458919.24746        89.84057         3.79415         9.84035       111.71009         4.94036             nan             nan             nan         HIDESF2 
       HD107383   2458927.23468       105.05368         3.32350         9.85996       111.47235         4.57820             nan             nan             nan         HIDESF2 
       HD107383   2458928.07648       108.61173         4.51410         9.79615        94.75707         4.45964             nan             nan             nan         HIDESF2 
       HD107383   2458929.01890       111.80614         3.97811         9.88511       129.61478         7.98293             nan             nan             nan         HIDESF2 
       HD107383   2458930.02556       110.30077         4.12842         9.86344       114.65572         7.19040             nan             nan             nan         HIDESF2 
       HD107383   2458941.12998       150.22435         3.95982         9.82987        98.94798         9.17185             nan             nan             nan         HIDESF2 
       HD107383   2458942.03653       139.08341         3.36693         9.88158       119.73255         5.02758             nan             nan             nan         HIDESF2 
       HD107383   2458943.09579       155.56238         4.30994         9.87539        99.74773         6.69588             nan             nan             nan         HIDESF2 
       HD107383   2458944.08882       157.81402         5.04563         9.86446        90.12987         7.03362             nan             nan             nan         HIDESF2 
       HD107383   2458944.99046       167.07300         3.82672         9.83691       114.92742         7.60888             nan             nan             nan         HIDESF2 
       HD107383   2458946.02647       156.07046         3.80674         9.85928       114.81632         6.49503             nan             nan             nan         HIDESF2 
       HD107383   2458946.96979       169.12918         3.53390         9.83477       122.34849         5.17215             nan             nan             nan         HIDESF2 
       HD107383   2458948.05310       170.15806         6.15837         9.80857        72.34236         7.22515             nan             nan             nan         HIDESF2 
       HD107383   2458949.01147       147.60145         6.02402         9.85067       117.14956         9.37844             nan             nan             nan         HIDESF2 
       HD107383   2458949.94708       179.77587         7.11626         9.89942        91.48412         5.45028             nan             nan             nan         HIDESF2 
       HD107383   2458956.04285       183.05842         4.82852         9.87892       108.90623         7.38627             nan             nan             nan         HIDESF2 
       HD107383   2458960.00683       200.80774         3.69819         9.81883       113.95803         7.52862             nan             nan             nan         HIDESF2 
       HD107383   2458960.99744       209.71831         4.09611         9.88465       121.49175         8.09055             nan             nan             nan         HIDESF2 
       HD107383   2458962.09418       201.06685         5.67784         9.82729       111.99417         8.17237             nan             nan             nan         HIDESF2 
       HD107383   2458963.06089       199.39718         4.35822         9.85304       130.76661         9.63217             nan             nan             nan         HIDESF2 
       HD107383   2458964.02769       192.56870         3.25407         9.85564       135.85256         6.36911             nan             nan             nan         HIDESF2 
       HD107383   2458965.00657       214.24658         3.20601         9.87255       120.30192         5.07546             nan             nan             nan         HIDESF2 
       HD107383   2458965.99541       228.66717         5.93994         9.83008        91.16814         7.66077             nan             nan             nan         HIDESF2 
       HD107383   2458967.02943       222.95782         5.13406         9.81150       127.10153        14.27091             nan             nan             nan         HIDESF2 
       HD107383   2458968.01405       231.32830         3.79170         9.88052       126.14967         5.52002             nan             nan             nan         HIDESF2 
       HD107383   2458969.00412       233.97269         3.71050         9.88281       121.20856         5.59367             nan             nan             nan         HIDESF2 
       HD107383   2458970.17413       226.91853         3.85368         9.87732       109.57466         6.34913             nan             nan             nan         HIDESF2 
       HD107383   2458978.09670       224.71168         3.91366         9.86958       112.32927         7.31656             nan             nan             nan         HIDESF2 
       HD107383   2458981.06658       231.21462         3.44736         9.85680       121.84348         4.87971             nan             nan             nan         HIDESF2 
       HD107383   2458982.12766       229.82043         6.39591         9.86382       142.70570        15.35937             nan             nan             nan         HIDESF2 
       HD107383   2458983.06128       238.36106         3.39276         9.88213       115.97577         3.96524             nan             nan             nan         HIDESF2 
       HD107383   2458984.06825       236.70620         7.34960         9.84825        81.27331         9.59461             nan             nan             nan         HIDESF2 
       HD107383   2458989.08197       247.85581         4.59637         9.80773       129.20735        11.96321             nan             nan             nan         HIDESF2 
       HD107383   2458990.11697       257.45344         4.73783         9.79431       110.14174         9.12260             nan             nan             nan         HIDESF2 
       HD107383   2458992.10202       258.75283         3.72607         9.84314       104.77731         6.47187             nan             nan             nan         HIDESF2 
       HD107383   2458993.13208       247.64428         3.81124         9.84864       108.86432         7.29256             nan             nan             nan         HIDESF2 
       HD107383   2458994.11610       255.11481         3.96447         9.86223       107.29552         7.57570             nan             nan             nan         HIDESF2 
       HD107383   2458998.08727       251.52351         3.74859         9.85206       105.91527         4.97040             nan             nan             nan         HIDESF2 
       HD107383   2458999.09047       241.90338         4.33116         9.85312       108.46121         6.43398             nan             nan             nan         HIDESF2 
       HD107383   2459003.08161       243.53098         4.24853             nan             nan             nan             nan             nan             nan         HIDESF2 
       HD107383   2459005.04660       258.11373         3.92496             nan             nan             nan             nan             nan             nan         HIDESF2 
       HD107383   2459008.08409       256.17604         3.84809             nan             nan             nan             nan             nan             nan         HIDESF2 
       HD107383   2459009.04782       247.78549         4.77709             nan             nan             nan             nan             nan             nan         HIDESF2 
       HD107383   2459187.34122       -67.47393         3.23183         9.85837       127.11557         6.24981             nan             nan             nan         HIDESF2 
       HD107383   2459188.29081       -52.10016         3.13511         9.86388       122.67935         5.36814             nan             nan             nan         HIDESF2 
       HD107383   2459190.27744       -47.43689         3.24455         9.87659       114.54171         5.97711             nan             nan             nan         HIDESF2 
       HD107383   2459191.31688       -46.94068         4.58457         9.87186        97.31549         7.74327             nan             nan             nan         HIDESF2 
       HD107383   2459194.31116       -24.91912         3.24603         9.85019       103.37225         3.78718             nan             nan             nan         HIDESF2 
       HD107383   2459203.35888         7.46731         4.87155         9.81497       139.97467        11.34623             nan             nan             nan         HIDESF2 
       HD107383   2459204.25475        -1.63902         4.75235         9.91486        92.84576         7.68299             nan             nan             nan         HIDESF2 
       HD107383   2459215.39135        32.20380         3.67575         9.84474       111.17494         6.05413             nan             nan             nan         HIDESF2 
       HD107383   2459221.40530        35.51278         5.82970         9.88030       121.62124        12.49019             nan             nan             nan         HIDESF2 
       HD107383   2459233.32952        66.88098         3.85607         9.87989       114.28454         6.28516             nan             nan             nan         HIDESF2 
       HD107383   2459234.18214        65.38191         3.83599         9.87540       111.47097         8.51844             nan             nan             nan         HIDESF2 
       HD107383   2459235.20766        63.62503         2.99178         9.85886       120.31480         4.86570             nan             nan             nan         HIDESF2 
       HD107383   2459239.35075        99.59409         3.82653         9.89574       116.98514         6.75236             nan             nan             nan         HIDESF2 
       HD107383   2459243.31956       106.88270         6.99876         9.83277       133.83148        15.81600             nan             nan             nan         HIDESF2 
       HD107383   2459248.17111        96.65292         3.78033         9.85952       103.99217         7.80203             nan             nan             nan         HIDESF2 
       HD107383   2459249.15512       101.83469         4.34363         9.87711       109.85956         9.56780             nan             nan             nan         HIDESF2 
       HD107383   2459251.37723        96.87921         3.79399         9.87195       100.53861         5.94882             nan             nan             nan         HIDESF2 
       HD107383   2459252.22740       118.17259         3.61399         9.85187        85.27673         4.11538             nan             nan             nan         HIDESF2 
       HD107383   2459268.13638       131.25953         4.90842         9.84703       135.31735         9.40843             nan             nan             nan         HIDESF2 
       HD107383   2459269.19171       157.17939         5.40737         9.87470       156.93866        12.67004             nan             nan             nan         HIDESF2 
       HD107383   2459270.20528       169.17729         5.25185         9.87683       110.43428         9.45068             nan             nan             nan         HIDESF2 
       HD107383   2459273.21539       183.07774         5.99044         9.85906       143.17985        11.99184             nan             nan             nan         HIDESF2 
       HD107383   2459274.14699       167.96341         6.38649         9.84962       105.65263         7.28036             nan             nan             nan         HIDESF2 
       HD107383   2459276.12679       180.90155         4.50500         9.83323       130.94658        11.80901             nan             nan             nan         HIDESF2 
       HD107383   2459277.21898       192.77615         5.34329         9.93656       140.32325        12.70225             nan             nan             nan         HIDESF2 
       HD107383   2459280.25135       180.37924         5.81252         9.89063       148.15303        15.14622             nan             nan             nan         HIDESF2 
       HD107383   2459282.02977       201.05487         7.16390         9.97400       154.78300        20.54895             nan             nan             nan         HIDESF2 
       HD107383   2459300.17676       213.42743         3.91262         9.88865       118.94919         6.86645             nan             nan             nan         HIDESF2 
       HD107383   2459303.01279       198.29102         4.56524         9.85686       109.49739         9.18765             nan             nan             nan         HIDESF2 
       HD107383   2459304.06082       205.10126         5.25376         9.86813       112.90041        13.07642             nan             nan             nan         HIDESF2 
       HD107383   2459305.03262       197.58449         5.05400         9.86787        84.59733         6.01613             nan             nan             nan         HIDESF2 
       HD107383   2459324.05798       171.26883         3.81826         9.88321        92.33192         4.56627             nan             nan             nan         HIDESF2 
       HD107383   2459325.13252       182.99660         3.49505         9.87019        94.66506         4.58131             nan             nan             nan         HIDESF2 
       HD107383   2459326.05946       158.06632         3.81085         9.89235       117.25679         5.66645             nan             nan             nan         HIDESF2 
       HD107383   2459329.98079       170.34186         5.77904         9.82170       116.96716        11.61365             nan             nan             nan         HIDESF2 
       HD107383   2459330.98165       188.08721         4.96534         9.85563       117.68243        10.51259             nan             nan             nan         HIDESF2 
       HD107383   2459335.11378       163.64551         4.01276         9.88681        96.19565         5.55063             nan             nan             nan         HIDESF2 
       HD107383   2459336.97178       163.79776         4.25872         9.87113        85.51680         5.09438             nan             nan             nan         HIDESF2 
       HD107383   2459337.97274       170.23544         3.72485         9.88026       103.90697         6.74852             nan             nan             nan         HIDESF2 
       HD107383   2459341.07301       134.60477         6.58994         9.87808       136.79043        17.70758             nan             nan             nan         HIDESF2 
       HD107383   2459356.97816        32.96181         4.13812         9.86957       119.82246         6.91663             nan             nan             nan         HIDESF2 
       HD107383   2459358.04038        14.33761         6.83961         9.85622       113.21196        10.59250             nan             nan             nan         HIDESF2 
       HD107383   2459364.05026       -33.49433         5.28971         9.85237       114.40027        16.45602             nan             nan             nan         HIDESF2 
       HD107383   2459365.12002       -31.06319         5.44621         9.92626        86.88218         8.46985             nan             nan             nan         HIDESF2 
       HD107383   2459365.99687       -36.12068         4.40221         9.86298       123.36746         8.59348             nan             nan             nan         HIDESF2 
       HD107383   2459368.11196       -66.36045         6.01481             nan             nan             nan             nan             nan             nan         HIDESF2 
       HD107383   2459372.97928      -102.73783         3.83778             nan             nan             nan             nan             nan             nan         HIDESF2 
       HD107383   2459373.98955       -97.62049         4.82826             nan             nan             nan             nan             nan             nan         HIDESF2 
       HD107383   2459374.96184      -131.49275         3.93134             nan             nan             nan             nan             nan             nan         HIDESF2 
       HD107383   2459385.97274      -195.47954         3.98483             nan             nan             nan             nan             nan             nan         HIDESF2 
       HD120084   2452758.08883        24.29858        10.71901             nan             nan             nan             nan             nan             nan          HIDESS 
       HD120084   2453052.18081       -42.17861         4.36081             nan             nan             nan             nan             nan             nan          HIDESS 
       HD120084   2453131.98722       -36.21136         4.30664             nan             nan             nan             nan             nan             nan          HIDESS 
       HD120084   2453160.03372       -32.46748         3.51485             nan             nan             nan             nan             nan             nan          HIDESS 
       HD120084   2453335.31270       -13.90914         4.20111             nan             nan             nan             nan             nan             nan          HIDESS 
       HD120084   2453363.38940       -11.18784         3.82834             nan             nan             nan             nan             nan             nan          HIDESS 
       HD120084   2453424.14800         0.66342         4.71174             nan             nan             nan             nan             nan             nan          HIDESS 
       HD120084   2453447.23179       -14.23322         4.34943             nan             nan             nan             nan             nan             nan          HIDESS 
       HD120084   2453500.09891        -1.38942        10.96652             nan             nan             nan             nan             nan             nan          HIDESS 
       HD120084   2453729.36115        -0.39310         3.81400             nan             nan             nan             nan             nan             nan          HIDESS 
       HD120084   2453834.18898         9.12025         5.41128             nan             nan             nan             nan             nan             nan          HIDESS 
       HD120084   2454093.33514        26.16250         3.45903             nan             nan             nan             nan             nan             nan          HIDESS 
       HD120084   2454495.32346        37.39747         3.98015         9.70036       169.21254         9.79343         0.14930         0.03283         1.00000          HIDESS 
       HD120084   2454560.13586        56.78009         4.00971         9.63629       177.44326        11.54050         0.16658         0.05566         1.00000          HIDESS 
       HD120084   2454592.13645        38.32635         3.15061         9.68947       168.35075         7.53129         0.12114         0.02657         1.00000          HIDESS 
       HD120084   2454857.17954        36.11464         4.50661         9.68530       145.95922        11.43821         0.14569         0.09331         1.00000          HIDESS 
